MoviesName,Stars_1,Stars_2,Stars_3,Stars_4,Votes,Genre_1,Genre_2,Genre_3,Gross,Certification,Popularity
Ghostbusters,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Leslie Jones,"236,932",Action,Comedy,Fantasy,128.34,12A,"2,474"
Bloodsport,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,"88,969",Action,Biography,Drama,11.81,18,"2,561"
Young Guns,Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen,"64,629",Action,Drama,Western,45.66,18,"2,602"
The Mask of Zorro,Antonio Bande,Anthony Hopkins,Catherine Zeta-Jones,José María de Tavira,"190,846",Action,Adventure,Comedy,94.10,PG,"2,656"
Logan's Run,Michael York,Jenny Agutter,Richard Jordan,Roscoe Lee Browne,"58,877",Action,Adventure,Sci-Fi,25.00,A,"2,903"
Hanna,oirse Ronan,Cate Blanchett,Eric Bana,Vicky Krieps,"202,458",Action,Adventure,Drama,40.26,12A,"3,096"
Patriot Games,Harrison Ford,Sean Bean,Anne Archer,Patrick Bergin,"116,133",Action,Thriller,nan,83.29,15,"3,174"
Superman II,Gene Hackman,Christopher Reeve,Margot Kidder,Ned Beatty,"110,840",Action,Adventure,Sci-Fi,108.19,A,"3,222"
Unstoppable,Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee,"202,006",Action,Thriller,nan,81.56,12A,"3,301"
You Only Live Twice,ean Connery,Akiko Wakabayashi,Mie Hama,Tetsurô Tanba,"113,206",Action,Adventure,Thriller,43.08,A,"3,376"
Street Kings,Keanu Reeve,Forest Whitaker,Hugh Laurie,Chris Evans,"116,655",Action,Crime,Thriller,26.42,15,"3,672"
The Score,Robert De Niro,Edward Norton,Marlon Brando,Angela Bassett,"130,823",Action,Crime,Drama,71.07,15,"3,829"
Shin Godzilla,Hiroki Hasegaw,Yutaka Takenouchi,Satomi Ishihara,Ren Ôsugi,"29,716",Action,Drama,Horror,1.92,12A,"3,930"
Four Brothers,Mark Wahlberg,Tyrese Gibson,André 3000,Garrett Hedlund,"151,677",Action,Crime,Drama,74.49,15,"4,072"
Innerspace,Dennis Quaid,Martin Short,Meg Ryan,Kevin McCarthy,"62,601",Action,Adventure,Comedy,25.89,PG,"4,139"
Spies in Disguise,Rachel Brosnahan,Jarrett Bruno,Claire Crosby,Toru Uchikado,"52,552",Animation,Action,Adventure,66.76,PG,"4,321"
Dog Soldiers,ean Pertwee,Kevin McKidd,Emma Cleasby,Liam Cunningham,"62,861",Action,Horror,Thriller,nan,15,"4,555"
Three Steps Above Heaven,Mario C,María Valverde,Álvaro Cervantes,Marina Salas,"27,317",Action,Drama,Romance,nan,nan,nan
Unknown,Liam Neeson,Diane Kruger,January Jones,Aidan Quinn,"265,271",Action,Mystery,Thriller,63.69,12A,nan
El mariachi,Carlos Gallardo,Consuelo Gómez,Jaime de Hoyos,Peter Marquardt,"69,267",Action,Crime,Thriller,2.04,15,nan
Enemy Mine,Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus,"49,653",Action,Adventure,Drama,4.27,12,nan
Tristan + Isolde,James Franco,Sophia Myles,Rufus Sewell,David O'Hara,"53,469",Action,Drama,Romance,14.73,12A,nan
Harsh Times,Christian Bale,Freddy Rodríguez,Eva Longoria,Chaka Forman,"67,166",Action,Crime,Drama,3.34,15,nan
Green Zone,Matt Damon,Jason Isaacs,Greg Kinnear,Igal Naor,"139,707",Action,Drama,Thriller,35.05,15,nan
We Own the Night,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Danny Hoch,"90,783",Action,Crime,Drama,28.56,15,nan
Who Am I?,Jackie Chan,Michelle Ferre,Mirai Yamamoto,Ron Smerczak,"41,473",Action,Adventure,Comedy,nan,12,nan
Dead Snow 2,Geir Vegar Hoel,Ørjan Gamst,Martin Starr,Jocelyn DeBoer,"25,767",Action,Comedy,Fantasy,nan,18,nan
Black Panther: Wakanda Forever,Letitia Wrigh,Lupita Nyong'o,Danai Gurira,Winston Duke,"268,600",Action,Adventure,Drama,453.72,12A,176
Extraction,Chris Hemsworth,Bryon Lerum,Ryder Lerum,Rudhraksh Jaiswal,"214,536",Action,Thriller,nan,nan,18,362
Kingsman: The Golden Circle,Taron Egerton,Colin Firth,Mark Strong,Channing Tatum,"343,189",Action,Adventure,Comedy,100.23,15,521
Black Widow,carlett Johansson,Florence Pugh,David Harbour,Rachel Weisz,"396,872",Action,Adventure,Sci-Fi,183.65,12A,639
Jumanji: The Next Level,Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,"263,440",Action,Adventure,Comedy,316.83,12A,656
Violent Night,David Harbou,John Leguizamo,Beverly D'Angelo,Alex Hassell,"71,286",Action,Comedy,Crime,nan,15,755
In Time,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Olivia Wilde,"422,965",Action,Sci-Fi,Thriller,37.52,12A,779
Safe House,Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga,"228,255",Action,Thriller,nan,126.37,15,823
The Running Man,Arnold Schwarzenegge,Maria Conchita Alonso,Yaphet Kotto,Jim Brown,"158,949",Action,Sci-Fi,Thriller,38.12,18,881
Road House,Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,"80,229",Action,Thriller,nan,30.05,18,891
The Adam Project,Ryan Reynold,Walker Scobell,Mark Ruffalo,Jennifer Garner,"213,855",Action,Adventure,Comedy,nan,12,897
Bumblebee,Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,Jason Drucker,"173,868",Action,Adventure,Sci-Fi,127.20,12A,916
No Escape,Lake Bell,Pierce Brosnan,Owen Wilson,Thanawut Ketsaro,"89,238",Action,Thriller,nan,27.29,15,945
Warcraft: The Beginning,Travis Fimmel,Paula Patton,Ben Foster,Dominic Cooper,"270,337",Action,Adventure,Fantasy,47.37,12A,"1,149"
Armageddon,Bruce Willi,Billy Bob Thornton,Ben Affleck,Liv Tyler,"436,276",Action,Adventure,Sci-Fi,201.57,12,"1,177"
The Equalizer 2,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,"169,478",Action,Crime,Thriller,102.08,18,"1,253"
The Wolverine,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima,"477,549",Action,Sci-Fi,nan,132.56,12A,"1,372"
Commando,Arnold Schwarzenegge,Rae Dawn Chong,Dan Hedaya,Vernon Wells,"167,240",Action,Adventure,Thriller,35.10,18,"1,546"
Midway,Ed Skrein,Patrick Wilson,Woody Harrelson,Luke Evans,"89,668",Action,Drama,History,56.85,12A,"1,556"
The A-Team,Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel,"263,519",Action,Adventure,Crime,77.22,12A,"1,574"
King Arthur: Legend of the Sword,Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Djimon Hounsou,"223,569",Action,Adventure,Drama,39.18,12A,"1,593"
Atomic Blonde,Charlize Theron,James McAvoy,John Goodman,Eddie Marsan,"199,456",Action,Thriller,nan,51.69,15,"1,603"
Backdraft,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,"83,839",Action,Drama,Mystery,77.87,15,"1,659"
Wanted,Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp,"397,871",Action,Crime,Thriller,134.51,18,"1,776"
Enola Holmes 2,Millie Bobby Brown,Henry Cavill,David Thewlis,Louis Partridge,"86,801",Action,Adventure,Crime,nan,12A,"1,802"
Super,Rainn Wilson,Elliot Page,Liv Tyler,Kevin Bacon,"82,030",Action,Comedy,Crime,0.32,18,"1,822"
Teenage Mutant Hero Turtles,Judith Hoag,Elias Koteas,Josh Pais,David Forman,"97,566",Action,Adventure,Comedy,135.27,nan,"1,837"
Zombieland: Double Tap,Woody Harrelson,Jesse Eisenberg,Emma Stone,Abigail Breslin,"188,875",Action,Comedy,Horror,73.12,15,"2,016"
Blade II,Wesley Snipe,Kris Kristofferson,Ron Perlman,Leonor Varela,"225,561",Action,Horror,Sci-Fi,82.35,18,"2,047"
Tron,Jeff Bridge,Bruce Boxleitner,David Warner,Cindy Morgan,"125,079",Action,Adventure,Sci-Fi,33.00,A,"2,048"
Demolition Man,ylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,"184,000",Action,Sci-Fi,Thriller,58.06,15,"2,077"
The Matrix Revolutions,Keanu Reeve,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,"525,514",Action,Sci-Fi,nan,139.31,15,"2,093"
Escape Plan,ylvester Stallone,Arnold Schwarzenegger,50 Cent,Vincent D'Onofrio,"249,631",Action,Thriller,nan,25.13,15,"2,108"
2 Guns,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,"218,641",Action,Thriller,nan,75.61,15,"2,128"
Angels & Demons,Tom Hank,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård,"300,685",Action,Mystery,Thriller,133.38,15,"2,382"
Out of the Furnace,Christian Bale,Casey Affleck,Zoe Saldana,Woody Harrelson,"120,537",Action,Crime,Drama,11.33,15,"2,551"
Pandorum,Dennis Quaid,Ben Foster,Cam Gigandet,Antje Traue,"154,832",Action,Horror,Mystery,10.33,15,"2,777"
Hot Shots!,Charlie Sheen,Cary Elwes,Valeria Golino,Lloyd Bridges,"112,260",Action,Comedy,nan,69.47,12,"3,061"
Colors,ean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks,"28,188",Action,Crime,Drama,46.62,18,"3,197"
The Living Daylights,Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,Joe Don Baker,"102,085",Action,Adventure,Thriller,51.19,PG,"3,216"
Live and Let Die,Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,"111,152",Action,Adventure,Thriller,35.38,A,"3,225"
Wyatt Earp,Kevin Costne,Dennis Quaid,Gene Hackman,David Andrews,"53,050",Action,Adventure,Biography,25.05,12,"3,238"
Absolute Power,Clint Eastwood,Gene Hackman,Ed Harris,Laura Linney,"57,842",Action,Crime,Drama,50.01,15,"3,241"
Jungle,Daniel Radcliffe,Thomas Kretschmann,Alex Russell,Joel Jackson,"59,813",Action,Adventure,Biography,nan,15,"3,320"
The Last Starfighter,Lance Gue,Robert Preston,Kay E. Kuter,Dan Mason,"44,063",Action,Adventure,Sci-Fi,28.73,PG,"3,493"
On Her Majesty's Secret Service,George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,"95,239",Action,Adventure,Thriller,22.80,PG,"3,535"
For Your Eyes Only,Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,"104,568",Action,Adventure,Thriller,62.30,A,"3,867"
Conspiracy Theory,Mel Gibson,Julia Roberts,Patrick Stewart,Cylk Cozart,"103,699",Action,Mystery,Thriller,75.98,15,"3,881"
The Man with the Golden Gun,Roger Moore,Christopher Lee,Britt Ekland,Maud Adams,"109,067",Action,Adventure,Thriller,20.97,A,"3,966"
Pete's Dragon,Bryce Dallas Howard,Robert Redford,Oakes Fegley,Oona Laurence,"60,128",Action,Adventure,Comedy,76.23,PG,"4,129"
The Grey,Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts,"257,268",Action,Adventure,Drama,51.58,15,"4,186"
Hardcore Henry,harlto Copley,Tim Roth,Haley Bennett,Danila Kozlovskiy,"98,675",Action,Adventure,Sci-Fi,9.25,18,"4,202"
The Finest Hours,Chris Pine,Casey Affleck,Ben Foster,Eric Bana,"68,606",Action,Drama,History,27.57,12A,"4,264"
Hamburger Hill,Anthony Barrile,Michael Boatman,Don Cheadle,Michael Dolan,"26,761",Action,Drama,Thriller,13.84,18,"4,332"
Underworld: Evolution,Kate Beckinsale,Scott Speedman,Bill Nighy,Tony Curran,"204,563",Action,Fantasy,Thriller,62.32,18,"4,366"
Gangster Squad,ean Penn,Ryan Gosling,Emma Stone,Giovanni Ribisi,"218,888",Action,Crime,Drama,46.00,15,"4,498"
Rumble in the Bronx,Jackie Chan,Anita Mui,Françoise Yip,Bill Tung,"44,032",Action,Comedy,Crime,32.39,15,"4,529"
Harriet,Cynthia Erivo,Janelle Monáe,Leslie Odom Jr.,Joe Alwyn,"28,833",Action,Biography,Drama,nan,12A,"4,644"
Brooklyn's Finest,Richard Gere,Don Cheadle,Ethan Hawke,Wesley Snipes,"65,075",Action,Crime,Drama,27.15,18,nan
Lethal Weapon 3,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,"173,145",Action,Crime,Thriller,144.73,15,nan
Death Sentence,Kevin Bacon,John Goodman,Kelly Preston,Garrett Hedlund,"73,245",Action,Crime,Drama,9.53,18,nan
The Enforcer,Clint Eastwood,Tyne Daly,Harry Guardino,Bradford Dillman,"47,254",Action,Crime,Thriller,46.20,X,nan
The Salvation,Mads Mikkelsen,Eva Green,Jeffrey Dean Morgan,Eric Cantona,"41,000",Action,Drama,Thriller,0.01,15,nan
Ransom,Mel Gibson,Gary Sinise,Rene Russo,Brawley Nolte,"131,579",Action,Crime,Thriller,136.49,15,nan
The Brothers Bloom,Rachel Weisz,Adrien Brody,Mark Ruffalo,Rinko Kikuchi,"51,732",Action,Adventure,Comedy,3.52,12A,nan
Appaloosa,Ed Harri,Viggo Mortensen,Renée Zellweger,Jeremy Irons,"62,775",Action,Crime,Drama,20.21,15,nan
Hidalgo,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Louise Lombard,"83,863",Action,Adventure,Biography,67.29,12A,nan
Machine Gun Preacher,Gerard Butle,Michelle Monaghan,Michael Shannon,Kathy Baker,"67,529",Action,Biography,Crime,0.54,15,nan
Tales from the Crypt: Demon Knight,Billy Zane,William Sadler,Jada Pinkett Smith,Brenda Bakke,"25,089",Action,Fantasy,Horror,21.09,18,nan
Blood and Bone,Michael Jai White,Julian Sands,Eamonn Walker,Dante Basco,"34,664",Action,Crime,Drama,nan,18,nan
The Brave One,Jodie Foste,Terrence Howard,Naveen Andrews,Nicky Katt,"62,130",Action,Crime,Drama,36.79,18,nan
Nothing to Lose,Martin Lawrence,Tim Robbins,John C. McGinley,Giancarlo Esposito,"48,009",Action,Adventure,Comedy,44.46,15,nan
Om Shanti Om,hah Rukh Khan,Deepika Padukone,Arjun Rampal,Kirron Kher,"46,210",Action,Comedy,Drama,3.60,12A,nan
Stakeout,Richard Dreyfu,Emilio Estevez,Madeleine Stowe,Aidan Quinn,"27,671",Action,Comedy,Crime,65.67,15,nan
Turbo Kid,Munro Chambe,Laurence Leboeuf,Michael Ironside,Edwin Wright,"28,879",Action,Adventure,Comedy,0.05,15,nan
Wild Target,Bill Nighy,Emily Blunt,Rupert Grint,Rupert Everett,"39,250",Action,Comedy,Crime,0.12,12A,nan
Antim: The Final Truth,lman Khan,Aayush Sharma,Mahima Makwana,Mahesh Manjrekar,"41,639",Action,Crime,Drama,nan,15,nan
Fast & Furious 8,Vin Diesel,Jason Statham,Dwayne Johnson,Michelle Rodriguez,"241,304",Action,Crime,Thriller,226.01,12A,92
Venom,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,"505,272",Action,Adventure,Sci-Fi,213.52,15,454
The Other Guys,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes,"277,334",Action,Comedy,Crime,119.22,12A,533
Divergent,hailene Woodley,Theo James,Kate Winslet,Jai Courtney,"471,591",Action,Adventure,Mystery,150.95,12A,545
Star Wars: Episode II - Attack of the Clones,Hayden Christensen,Natalie Portman,Ewan McGregor,Christopher Lee,"729,380",Action,Adventure,Fantasy,310.68,PG,652
Red Sparrow,Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,"192,495",Action,Drama,Thriller,46.87,15,701
Pirates of the Caribbean: On Stranger Tides,Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush,"541,391",Action,Adventure,Fantasy,241.06,12A,968
Resident Evil,Milla Jovovich,Michelle Rodriguez,Ryan McCluskey,Oscar Pearce,"278,584",Action,Horror,Sci-Fi,40.12,15,"1,048"
Austin Powers: The Spy Who Shagged Me,Mike Mye,Heather Graham,Michael York,Robert Wagner,"240,347",Action,Adventure,Comedy,206.04,12,"1,105"
John Carter,Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton,"278,815",Action,Adventure,Sci-Fi,73.08,12A,"1,172"
Kong: Skull Island,Tom Hiddleston,Samuel L. Jackson,Brie Larson,John C. Reilly,"329,894",Action,Adventure,Fantasy,168.05,12A,"1,202"
Ender's Game,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Abigail Breslin,"246,519",Action,Adventure,Sci-Fi,61.74,12A,"1,262"
The Old Guard,Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,"172,804",Action,Thriller,nan,nan,15,"1,267"
The Incredible Hulk,Edward Norton,Liv Tyler,Tim Roth,William Hurt,"505,177",Action,Adventure,Sci-Fi,134.52,12A,"1,315"
Smokin' Aces,Jeremy Piven,Ryan Reynolds,Ray Liotta,Joseph Ruskin,"148,633",Action,Comedy,Crime,35.66,18,"1,370"
Enola Holmes,Millie Bobby Brown,Henry Cavill,Sam Claflin,Helena Bonham Carter,"203,988",Action,Adventure,Crime,nan,12,"1,393"
Crocodile Dundee,Paul Hogan,Linda Kozlowski,John Meillon,David Gulpilil,"110,247",Action,Adventure,Comedy,174.64,15,"1,423"
The Amazing Spider-Man 2,Andrew Garfield,Emma Stone,Jamie Foxx,Paul Giamatti,"512,540",Action,Adventure,Sci-Fi,202.85,12A,"1,440"
Licence to Kill,Timothy Dalton,Robert Davi,Carey Lowell,Talisa Soto,"108,095",Action,Adventure,Thriller,34.67,15,"1,458"
The Chronicles of Riddick,Vin Diesel,Judi Dench,Colm Feore,Thandiwe Newton,"235,637",Action,Adventure,Sci-Fi,57.76,15,"1,493"
Quantum of Solace,Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,"457,783",Action,Adventure,Mystery,168.37,12A,"1,528"
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,"471,697",Action,Adventure,Sci-Fi,337.14,12A,"1,589"
Hunter Killer,Gerard Butle,Gary Oldman,Common,Linda Cardellini,"67,133",Action,Thriller,nan,15.77,15,"1,617"
The Harder They Fall,Jonathan Majo,Zazie Beetz,RJ Cyler,Edi Gathegi,"66,975",Action,Drama,Western,nan,15,"1,631"
Jungle Cruise,Dwayne Johnson,Emily Blunt,Edgar Ramírez,Jack Whitehall,"199,626",Action,Adventure,Comedy,116.99,12A,"1,637"
Anna,ha Lu,Helen Mirren,Luke Evans,Cillian Murphy,"87,106",Action,Thriller,nan,7.74,15,"1,710"
Jason Bourne,Matt Damon,Tommy Lee Jones,Alicia Vikander,Vincent Cassel,"233,656",Action,Thriller,nan,162.43,12A,"1,734"
X-Men: The Last Stand,Patrick Stew,Hugh Jackman,Halle Berry,Famke Janssen,"526,784",Action,Adventure,Sci-Fi,234.36,12A,"1,800"
Robin Hood,Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow,"275,239",Action,Adventure,Drama,105.27,12A,"1,804"
Welcome to the Jungle,Dwayne Johnson,Seann William Scott,Christopher Walken,Rosario Dawson,"110,133",Action,Adventure,Comedy,47.73,15,"1,912"
Tears of the Sun,Bruce Willi,Cole Hauser,Monica Bellucci,Eamonn Walker,"126,337",Action,Drama,Thriller,43.73,15,"1,948"
Elysium,Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga,"457,504",Action,Drama,Sci-Fi,93.05,15,"1,987"
Prince of Persia: The Sands of Time,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,"296,029",Action,Adventure,Fantasy,90.76,12A,"2,235"
The 13th Warrior,Antonio Bande,Diane Venora,Dennis Storhøi,Vladimir Kulich,"128,092",Action,Adventure,History,32.70,15,"2,351"
Rush Hour 2,Jackie Chan,Chris Tucker,John Lone,Ziyi Zhang,"228,276",Action,Comedy,Crime,226.16,12,"2,509"
Machete,Danny Trejo,Michelle Rodriguez,Robert De Niro,Jessica Alba,"200,556",Action,Crime,Thriller,26.59,18,"2,730"
Adrift,hailene Woodley,Sam Claflin,Jeffrey Thomas,Elizabeth Hawthorne,"59,029",Action,Adventure,Biography,31.45,12A,"2,757"
RED 2,Bruce Willi,Helen Mirren,John Malkovich,Anthony Hopkins,"175,615",Action,Comedy,Crime,53.26,12A,"2,773"
30 Days of Night,Josh Hartne,Melissa George,Danny Huston,Ben Foster,"182,339",Action,Adventure,Horror,39.57,15,"2,826"
Run All Night,Liam Neeson,Ed Harris,Joel Kinnaman,Vincent D'Onofrio,"111,912",Action,Crime,Thriller,26.46,15,"2,848"
The Aeronauts,Felicity Jone,Eddie Redmayne,Himesh Patel,Vincent Perez,"35,343",Action,Adventure,Drama,nan,PG,"2,859"
Flushed Away,Hugh Jackman,Kate Winslet,Ian McKellen,Jean Reno,"132,101",Animation,Action,Adventure,64.67,U,"2,884"
The Heat,ndra Bullock,Michael McDonald,Melissa McCarthy,Demián Bichir,"176,704",Action,Comedy,Crime,159.58,15,"2,897"
The LEGO Movie 2,Chris P,Elizabeth Banks,Will Arnett,Tiffany Haddish,"71,069",Animation,Action,Adventure,105.81,U,"2,901"
Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,"133,292",Action,Drama,Thriller,67.82,15,"3,021"
The Expendables 2,ylvester Stallone,Liam Hemsworth,Randy Couture,Jean-Claude Van Damme,"313,213",Action,Adventure,Thriller,85.02,15,"3,047"
Epic,Amanda Seyfried,Josh Hutcherson,Beyoncé,Colin Farrell,"107,485",Animation,Action,Adventure,107.52,U,"3,056"
Star Trek III: The Search for Spock,William Shatne,Leonard Nimoy,DeForest Kelley,James Doohan,"83,259",Action,Adventure,Sci-Fi,76.47,PG,"3,073"
The Bourne Legacy,Jeremy Renne,Rachel Weisz,Edward Norton,Scott Glenn,"308,541",Action,Adventure,Thriller,113.20,12A,"3,109"
Bad Boys II,Will Smith,Martin Lawrence,Gabrielle Union,Jordi Mollà,"258,275",Action,Comedy,Crime,138.61,15,"3,134"
Overlord,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Pilou Asbæk,"102,670",Action,Horror,Sci-Fi,21.70,18,"3,146"
Joy Ride,eve Zahn,Paul Walker,Leelee Sobieski,Jessica Bowman,"72,430",Action,Mystery,Thriller,21.97,15,"3,209"
The Informer,Joel Kinnaman,Rosamund Pike,Common,Mateusz Kosciukiewicz,"39,636",Action,Crime,Drama,nan,15,"3,292"
Attack the Block,John Boyeg,Jodie Whittaker,Alex Esmail,Leeon Jones,"108,938",Action,Adventure,Comedy,1.02,15,"3,306"
Sudden Impact,Clint Eastwood,Sondra Locke,Pat Hingle,Bradford Dillman,"46,817",Action,Crime,Thriller,67.64,18,"3,521"
Penguins of Madagascar,Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,"95,896",Animation,Action,Adventure,83.35,U,"3,571"
The Girl with All the Gifts,ennia Nanu,Fisayo Akinade,Dominique Tipper,Paddy Considine,"62,209",Action,Adventure,Drama,nan,15,"3,586"
Ghostbusters II,Bill Murray,Dan Aykroyd,Sigourney Weaver,Harold Ramis,"213,593",Action,Comedy,Fantasy,112.49,PG,"3,619"
Shanghai Noon,Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill,"131,142",Action,Adventure,Comedy,56.94,12,"3,740"
Hot Shots! Part Deux,Charlie Sheen,Lloyd Bridges,Valeria Golino,Richard Crenna,"94,000",Action,Comedy,nan,38.91,12,"3,815"
Star Trek: Generations,Patrick Stew,William Shatner,Malcolm McDowell,Jonathan Frakes,"84,526",Action,Adventure,Mystery,75.67,PG,"3,944"
Rollerball,James Caan,John Houseman,Maud Adams,John Beck,"26,856",Action,Sci-Fi,Sport,30.00,AA,"3,964"
Black Rain,Michael Dougl,Andy Garcia,Ken Takakura,Kate Capshaw,"57,165",Action,Crime,Drama,46.21,18,"4,246"
Eagle Eye,hia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,"190,895",Action,Mystery,Thriller,101.11,12A,"4,463"
U-571,Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,"84,123",Action,War,nan,77.09,12,"4,557"
The Art of Self-Defense,Jesse Eisenberg,Alessandro Nivola,Imogen Poots,Steve Terada,"39,281",Action,Comedy,Crime,2.41,15,"4,746"
Kiss of the Dragon,Jet Li,Bridget Fonda,Tchéky Karyo,Ric Young,"65,167",Action,Crime,Thriller,36.85,18,"4,839"
Titan A.E.,Matt Damon,Drew Barrymore,Bill Pullman,Jim Breuer,"62,544",Animation,Action,Adventure,22.75,PG,"4,930"
Shoot 'Em Up,Clive Owen,Monica Bellucci,Paul Giamatti,Stephen McHattie,"152,594",Action,Comedy,Thriller,12.81,18,nan
New Jack City,Wesley Snipe,Ice-T,Allen Payne,Chris Rock,"37,032",Action,Crime,Drama,47.62,18,nan
21 Bridges,Chadwick Boseman,Sienna Miller,J.K. Simmons,Stephan James,"70,352",Action,Crime,Drama,28.54,15,nan
Outland,ean Connery,Frances Sternhagen,Peter Boyle,James Sikking,"31,110",Action,Crime,Sci-Fi,17.37,AA,nan
The Final Countdown,Kirk Dougl,Martin Sheen,Katharine Ross,James Farentino,"25,434",Action,Adventure,Sci-Fi,16.65,nan,nan
Courage Under Fire,Denzel Washington,Meg Ryan,Lou Diamond Phillips,Michael Moriarty,"57,128",Action,Drama,Mystery,59.03,15,nan
The Wave,Kristoffer Jone,Ane Dahl Torp,Jonas Hoff Oftebro,Edith Haagenrud-Sande,"40,375",Action,Drama,Thriller,0.18,15,nan
Man on a Ledge,m Worthington,Elizabeth Banks,Jamie Bell,Mandy Gonzalez,"155,394",Action,Crime,Thriller,18.62,12A,nan
Alpha,Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Jens Hultén,"64,374",Action,Adventure,Drama,35.85,12A,nan
Lethal Weapon 4,Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,"167,549",Action,Crime,Thriller,130.44,15,nan
